# ts arm pink_status x y z qx qy qz qw base_x base_y base_yaw j1 j2 j3 j4 j5 j6 j7 pos_err ori_err iters
1776409343.077374 jaka_arm_left success 0.190929 0.292966 -0.413681 0.608315 0.341008 0.347768 0.626677 +0.010102 -0.009406 -0.007454 -1.006988 +1.300608 +1.033990 -1.115464 +0.740268 -1.462510 +0.740020 8.481967e-04 8.466857e-03 1
1776409343.085817 jaka_arm_left success 0.190900 0.292836 -0.413656 0.607794 0.341497 0.347547 0.627039 +0.010102 -0.009406 -0.007454 -1.006988 +1.300608 +1.033990 -1.115464 +0.740268 -1.462510 +0.740020 9.727786e-04 9.369376e-03 1
1776409343.094262 jaka_arm_left success 0.190968 0.292688 -0.413662 0.607030 0.341532 0.346961 0.628083 +0.010206 -0.007980 -0.009692 -1.005539 +1.301617 +1.037545 -1.116073 +0.738714 -1.465945 +0.733905 5.358328e-06 1.822741e-05 2
1776409343.102515 jaka_arm_left success 0.190958 0.292692 -0.413623 0.607105 0.341426 0.346450 0.628350 +0.010206 -0.007980 -0.009692 -1.005539 +1.301617 +1.037545 -1.116073 +0.738714 -1.465945 +0.733905 3.947197e-05 1.176557e-03 1
1776409343.110701 jaka_arm_left success 0.191007 0.292715 -0.413570 0.607380 0.340650 0.346088 0.628705 +0.010206 -0.007980 -0.009692 -1.005539 +1.301617 +1.037545 -1.116073 +0.738714 -1.465945 +0.733905 1.048754e-04 2.863203e-03 1
1776409343.119078 jaka_arm_left success 0.191029 0.292707 -0.413554 0.607229 0.340225 0.345582 0.629359 +0.010206 -0.007980 -0.009692 -1.005539 +1.301617 +1.037545 -1.116073 +0.738714 -1.465945 +0.733905 1.276034e-04 4.596619e-03 1
1776409343.127549 jaka_arm_left success 0.191002 0.292711 -0.413509 0.607160 0.340106 0.345288 0.629651 +0.010206 -0.007980 -0.009692 -1.005539 +1.301617 +1.037545 -1.116073 +0.738714 -1.465945 +0.733905 1.592549e-04 5.408565e-03 1
1776409343.135765 jaka_arm_left success 0.190994 0.292615 -0.413471 0.606725 0.339971 0.344858 0.630379 +0.010206 -0.007980 -0.009692 -1.005539 +1.301617 +1.037545 -1.116073 +0.738714 -1.465945 +0.733905 2.077397e-04 6.995708e-03 1
1776409343.144079 jaka_arm_left success 0.190982 0.292541 -0.413433 0.606241 0.339952 0.344587 0.631002 +0.010206 -0.007980 -0.009692 -1.005539 +1.301617 +1.037545 -1.116073 +0.738714 -1.465945 +0.733905 2.741745e-04 8.316855e-03 1
1776409343.152461 jaka_arm_left success 0.190964 0.292494 -0.413383 0.605956 0.339799 0.344355 0.631485 +0.010206 -0.007980 -0.009692 -1.005539 +1.301617 +1.037545 -1.116073 +0.738714 -1.465945 +0.733905 3.413023e-04 9.496050e-03 1
1776409343.160827 jaka_arm_left success 0.190954 0.292481 -0.413328 0.605818 0.339610 0.344208 0.631800 +0.010206 -0.007980 -0.009692 -1.005539 +1.301617 +1.037545 -1.116073 +0.738714 -1.465945 +0.733905 3.944291e-04 1.031192e-02 1
1776409343.169084 jaka_arm_left success 0.190967 0.292438 -0.413245 0.605509 0.339457 0.344448 0.632047 +0.010206 -0.007980 -0.009692 -1.005539 +1.301617 +1.037545 -1.116073 +0.738714 -1.465945 +0.733905 4.875594e-04 1.071110e-02 1
1776409343.177374 jaka_arm_left success 0.190910 0.292490 -0.413172 0.605664 0.339244 0.344273 0.632108 +0.010206 -0.007980 -0.009692 -1.005539 +1.301617 +1.037545 -1.116073 +0.738714 -1.465945 +0.733905 5.321729e-04 1.105628e-02 1
1776409343.185868 jaka_arm_left success 0.190827 0.292505 -0.413116 0.605706 0.339193 0.343964 0.632263 +0.010206 -0.007980 -0.009692 -1.005539 +1.301617 +1.037545 -1.116073 +0.738714 -1.465945 +0.733905 5.925985e-04 1.161201e-02 1
1776409343.194162 jaka_arm_left success 0.190788 0.292448 -0.413045 0.605451 0.339033 0.343533 0.632827 +0.010206 -0.007980 -0.009692 -1.005539 +1.301617 +1.037545 -1.116073 +0.738714 -1.465945 +0.733905 6.857839e-04 1.311939e-02 1
1776409343.202452 jaka_arm_left success 0.190733 0.292278 -0.412979 0.604774 0.339152 0.343131 0.633629 +0.010206 -0.007980 -0.009692 -1.005539 +1.301617 +1.037545 -1.116073 +0.738714 -1.465945 +0.733905 8.305138e-04 1.499629e-02 1
1776409343.210686 jaka_arm_left success 0.190666 0.292321 -0.412885 0.605127 0.338929 0.342996 0.633484 +0.010206 -0.007980 -0.009692 -1.005539 +1.301617 +1.037545 -1.116073 +0.738714 -1.465945 +0.733905 9.103467e-04 1.487637e-02 1
1776409343.219167 jaka_arm_left success 0.190637 0.292313 -0.412795 0.605234 0.338714 0.342677 0.633669 +0.008637 -0.003622 -0.013700 -1.008450 +1.304870 +1.043752 -1.115848 +0.738497 -1.471884 +0.731708 2.686720e-05 1.323127e-05 2
1776409343.227525 jaka_arm_left success 0.190580 0.292228 -0.412704 0.605040 0.338851 0.342519 0.633867 +0.008637 -0.003622 -0.013700 -1.008450 +1.304870 +1.043752 -1.115848 +0.738497 -1.471884 +0.731708 1.192399e-04 6.909128e-04 1
1776409343.235783 jaka_arm_left success 0.190563 0.292051 -0.412628 0.604522 0.338545 0.341990 0.634809 +0.008637 -0.003622 -0.013700 -1.008450 +1.304870 +1.043752 -1.115848 +0.738497 -1.471884 +0.731708 3.073712e-04 3.032800e-03 1
1776409343.244075 jaka_arm_left success 0.190497 0.292008 -0.412514 0.604587 0.338530 0.341987 0.634757 +0.008637 -0.003622 -0.013700 -1.008450 +1.304870 +1.043752 -1.115848 +0.738497 -1.471884 +0.731708 4.215230e-04 2.901349e-03 1
1776409343.252427 jaka_arm_left success 0.190499 0.292016 -0.412383 0.604943 0.337746 0.342194 0.634724 +0.008637 -0.003622 -0.013700 -1.008450 +1.304870 +1.043752 -1.115848 +0.738497 -1.471884 +0.731708 5.091147e-04 3.072573e-03 1
1776409343.260776 jaka_arm_left success 0.190455 0.291968 -0.412281 0.605014 0.337481 0.342282 0.634750 +0.008637 -0.003622 -0.013700 -1.008450 +1.304870 +1.043752 -1.115848 +0.738497 -1.471884 +0.731708 6.273077e-04 3.397531e-03 1
1776409343.269117 jaka_arm_left success 0.190401 0.291850 -0.412199 0.604882 0.337197 0.342158 0.635094 +0.008637 -0.003622 -0.013700 -1.008450 +1.304870 +1.043752 -1.115848 +0.738497 -1.471884 +0.731708 7.730536e-04 4.343157e-03 1
1776409343.277353 jaka_arm_left success 0.190415 0.291621 -0.412123 0.604271 0.336969 0.342016 0.635873 +0.008637 -0.003622 -0.013700 -1.008450 +1.304870 +1.043752 -1.115848 +0.738497 -1.471884 +0.731708 9.749171e-04 6.084968e-03 1
1776409343.285768 jaka_arm_left success 0.190380 0.291484 -0.412035 0.604199 0.336698 0.341747 0.636228 +0.007482 -0.002272 -0.015228 -1.010878 +1.306797 +1.046323 -1.116046 +0.738319 -1.474786 +0.732107 3.727612e-06 3.287641e-06 2
1776409343.294146 jaka_arm_left success 0.190378 0.291299 -0.411959 0.603893 0.336412 0.341529 0.636788 +0.007482 -0.002272 -0.015228 -1.010878 +1.306797 +1.046323 -1.116046 +0.738319 -1.474786 +0.732107 1.981773e-04 1.462109e-03 1
1776409343.302460 jaka_arm_left success 0.190400 0.291265 -0.411830 0.604560 0.335277 0.341604 0.636713 +0.007482 -0.002272 -0.015228 -1.010878 +1.306797 +1.046323 -1.116046 +0.738319 -1.474786 +0.732107 2.981811e-04 3.099675e-03 1
1776409343.310687 jaka_arm_left success 0.190361 0.291222 -0.411719 0.604887 0.334842 0.341677 0.636592 +0.007482 -0.002272 -0.015228 -1.010878 +1.306797 +1.046323 -1.116046 +0.738319 -1.474786 +0.732107 4.080332e-04 4.025961e-03 1
1776409343.319128 jaka_arm_left success 0.190222 0.290915 -0.411633 0.604288 0.335412 0.341660 0.636870 +0.007482 -0.002272 -0.015228 -1.010878 +1.306797 +1.046323 -1.116046 +0.738319 -1.474786 +0.732107 7.116279e-04 2.882857e-03 1
1776409343.327430 jaka_arm_left success 0.190143 0.290810 -0.411515 0.604438 0.335312 0.341954 0.636622 +0.007482 -0.002272 -0.015228 -1.010878 +1.306797 +1.046323 -1.116046 +0.738319 -1.474786 +0.732107 8.807592e-04 2.948150e-03 1
1776409343.335756 jaka_arm_left success 0.190081 0.290692 -0.411412 0.604454 0.335126 0.341855 0.636758 +0.006828 -0.002687 -0.015690 -1.011410 +1.306267 +1.046549 -1.117226 +0.738428 -1.475823 +0.732664 7.156039e-07 5.335391e-07 2
1776409343.344021 jaka_arm_left success 0.190138 0.290448 -0.411302 0.604105 0.334252 0.341762 0.637598 +0.006828 -0.002687 -0.015690 -1.011410 +1.306267 +1.046549 -1.117226 +0.738428 -1.475823 +0.732664 2.730516e-04 2.529520e-03 1
1776409343.352516 jaka_arm_left success 0.190110 0.290346 -0.411198 0.604066 0.333809 0.341501 0.638007 +0.006828 -0.002687 -0.015690 -1.011410 +1.306267 +1.046549 -1.117226 +0.738428 -1.475823 +0.732664 4.072814e-04 3.778848e-03 1
1776409343.360830 jaka_arm_left success 0.190075 0.290207 -0.411095 0.603919 0.333429 0.341016 0.638604 +0.006828 -0.002687 -0.015690 -1.011410 +1.306267 +1.046549 -1.117226 +0.738428 -1.475823 +0.732664 5.788847e-04 5.395182e-03 1
1776409343.369107 jaka_arm_left success 0.190063 0.289958 -0.411007 0.603354 0.333190 0.340217 0.639688 +0.006828 -0.002687 -0.015690 -1.011410 +1.306267 +1.046549 -1.117226 +0.738428 -1.475823 +0.732664 8.379797e-04 8.055995e-03 1
1776409343.377384 jaka_arm_left success 0.189968 0.289701 -0.410943 0.602942 0.333188 0.339330 0.640548 +0.005730 -0.000208 -0.018311 -1.014252 +1.309461 +1.051014 -1.116498 +0.738509 -1.479740 +0.732240 9.532425e-06 7.250679e-06 2
1776409343.385800 jaka_arm_left success 0.189896 0.289658 -0.410837 0.603385 0.332402 0.339036 0.640695 +0.005730 -0.000208 -0.018311 -1.014252 +1.309461 +1.051014 -1.116498 +0.738509 -1.479740 +0.732240 1.260442e-04 1.914854e-03 1
1776409343.394087 jaka_arm_left success 0.189848 0.289582 -0.410710 0.603783 0.331745 0.338846 0.640761 +0.005730 -0.000208 -0.018311 -1.014252 +1.309461 +1.051014 -1.116498 +0.738509 -1.479740 +0.732240 2.792015e-04 3.498348e-03 1
1776409343.402548 jaka_arm_left success 0.189770 0.289396 -0.410563 0.603952 0.331483 0.338493 0.640924 +0.005730 -0.000208 -0.018311 -1.014252 +1.309461 +1.051014 -1.116498 +0.738509 -1.479740 +0.732240 5.180969e-04 4.361839e-03 1
1776409343.410656 jaka_arm_left success 0.189720 0.289249 -0.410427 0.604050 0.331154 0.338417 0.641042 +0.005730 -0.000208 -0.018311 -1.014252 +1.309461 +1.051014 -1.116498 +0.738509 -1.479740 +0.732240 7.218765e-04 5.070464e-03 1
1776409343.419307 jaka_arm_left success 0.189682 0.289001 -0.410287 0.603942 0.330923 0.338055 0.641453 +0.005730 -0.000208 -0.018311 -1.014252 +1.309461 +1.051014 -1.116498 +0.738509 -1.479740 +0.732240 9.941789e-04 5.850065e-03 1
1776409343.427521 jaka_arm_left success 0.189707 0.288602 -0.410132 0.603561 0.330025 0.337078 0.642788 +0.004856 +0.000759 -0.020893 -1.014983 +1.308757 +1.053559 -1.118037 +0.739408 -1.482819 +0.731784 4.956399e-06 5.930901e-06 2
1776409343.435820 jaka_arm_left success 0.189625 0.288611 -0.409988 0.604549 0.329141 0.337302 0.642195 +0.004856 +0.000759 -0.020893 -1.014983 +1.308757 +1.053559 -1.118037 +0.739408 -1.482819 +0.731784 1.640613e-04 2.943153e-03 1
1776409343.444062 jaka_arm_left success 0.189497 0.288415 -0.409796 0.604923 0.328887 0.336941 0.642162 +0.004856 +0.000759 -0.020893 -1.014983 +1.308757 +1.053559 -1.118037 +0.739408 -1.482819 +0.731784 4.362464e-04 3.777143e-03 1
1776409343.452567 jaka_arm_left success 0.189533 0.288322 -0.409602 0.605844 0.327353 0.337193 0.641945 +0.004856 +0.000759 -0.020893 -1.014983 +1.308757 +1.053559 -1.118037 +0.739408 -1.482819 +0.731784 6.232987e-04 7.235920e-03 1
1776409343.460777 jaka_arm_left success 0.189436 0.288074 -0.409453 0.605925 0.326824 0.337169 0.642150 +0.004856 +0.000759 -0.020893 -1.014983 +1.308757 +1.053559 -1.118037 +0.739408 -1.482819 +0.731784 9.007925e-04 8.066232e-03 1
1776409343.469213 jaka_arm_left success 0.189380 0.288008 -0.409270 0.606808 0.325210 0.337217 0.642112 +0.003870 +0.000130 -0.022557 -1.015026 +1.304291 +1.052973 -1.121188 +0.741965 -1.483804 +0.734698 1.797923e-06 1.153861e-05 2
1776409343.477476 jaka_arm_left success 0.189295 0.287471 -0.409121 0.605576 0.325518 0.337242 0.643105 +0.003870 +0.000130 -0.022557 -1.015026 +1.304291 +1.052973 -1.121188 +0.741965 -1.483804 +0.734698 5.631692e-04 3.216309e-03 1
1776409343.485830 jaka_arm_left success 0.189231 0.287244 -0.408950 0.605706 0.324773 0.337597 0.643173 +0.003870 +0.000130 -0.022557 -1.015026 +1.304291 +1.052973 -1.121188 +0.741965 -1.483804 +0.734698 8.410329e-04 3.260723e-03 1
1776409343.494224 jaka_arm_left success 0.189084 0.286971 -0.408805 0.605707 0.324265 0.337286 0.643591 +0.002991 +0.000363 -0.023002 -1.016988 +1.306269 +1.054374 -1.121034 +0.741594 -1.485392 +0.735528 1.477514e-06 2.271806e-06 2
1776409343.502455 jaka_arm_left success 0.189048 0.286587 -0.408649 0.605010 0.323493 0.337326 0.644613 +0.002991 +0.000363 -0.023002 -1.016988 +1.306269 +1.054374 -1.121034 +0.741594 -1.485392 +0.735528 4.152580e-04 2.915512e-03 1
1776409343.510677 jaka_arm_left success 0.188839 0.286546 -0.408424 0.606097 0.322773 0.337651 0.643783 +0.002991 +0.000363 -0.023002 -1.016988 +1.306269 +1.054374 -1.121034 +0.741594 -1.485392 +0.735528 6.203383e-04 3.191037e-03 1
1776409343.519172 jaka_arm_left success 0.188802 0.286395 -0.408214 0.606459 0.321952 0.337699 0.643828 +0.002991 +0.000363 -0.023002 -1.016988 +1.306269 +1.054374 -1.121034 +0.741594 -1.485392 +0.735528 8.711967e-04 4.955225e-03 1
1776409343.527467 jaka_arm_left success 0.188725 0.286301 -0.408052 0.606806 0.321020 0.337575 0.644031 +0.001880 +0.000382 -0.024111 -1.018344 +1.305030 +1.054799 -1.122594 +0.742780 -1.486835 +0.737844 1.020690e-06 4.847855e-06 2
1776409343.535913 jaka_arm_left success 0.188740 0.286081 -0.407877 0.606680 0.320084 0.337030 0.644900 +0.001880 +0.000382 -0.024111 -1.018344 +1.305030 +1.054799 -1.122594 +0.742780 -1.486835 +0.737844 2.807701e-04 2.788010e-03 1
1776409343.544054 jaka_arm_left success 0.188701 0.285787 -0.407707 0.606561 0.319129 0.335948 0.646050 +0.001880 +0.000382 -0.024111 -1.018344 +1.305030 +1.054799 -1.122594 +0.742780 -1.486835 +0.737844 6.188101e-04 6.436886e-03 1
1776409343.552345 jaka_arm_left success 0.188566 0.285543 -0.407501 0.606265 0.319060 0.335356 0.646668 +0.001880 +0.000382 -0.024111 -1.018344 +1.305030 +1.054799 -1.122594 +0.742780 -1.486835 +0.737844 9.497565e-04 8.002541e-03 1
1776409343.560775 jaka_arm_left success 0.188427 0.285400 -0.407310 0.606313 0.318558 0.334888 0.647113 +0.000980 +0.002161 -0.026766 -1.019633 +1.305941 +1.058250 -1.123296 +0.743018 -1.490474 +0.736692 7.229353e-06 5.471604e-06 2
1776409343.569135 jaka_arm_left success 0.188376 0.285196 -0.407127 0.606088 0.317961 0.334447 0.647846 +0.000980 +0.002161 -0.026766 -1.019633 +1.305941 +1.058250 -1.123296 +0.743018 -1.490474 +0.736692 2.766935e-04 2.133597e-03 1
1776409343.577340 jaka_arm_left success 0.188301 0.285221 -0.406909 0.606935 0.316525 0.334352 0.647804 +0.000980 +0.002161 -0.026766 -1.019633 +1.305941 +1.058250 -1.123296 +0.743018 -1.490474 +0.736692 4.535686e-04 4.598512e-03 1
1776409343.585773 jaka_arm_left success 0.188234 0.285168 -0.406690 0.607483 0.315181 0.334124 0.648064 +0.000980 +0.002161 -0.026766 -1.019633 +1.305941 +1.058250 -1.123296 +0.743018 -1.490474 +0.736692 6.861528e-04 7.553742e-03 1
1776409343.594141 jaka_arm_left success 0.188182 0.284707 -0.406506 0.606090 0.314957 0.333452 0.649820 -0.000395 +0.004214 -0.029328 -1.022566 +1.307187 +1.061472 -1.123731 +0.743992 -1.494020 +0.738269 8.091757e-06 7.921299e-06 2
1776409343.602404 jaka_arm_left success 0.188056 0.284386 -0.406303 0.605777 0.314491 0.333444 0.650342 -0.000395 +0.004214 -0.029328 -1.022566 +1.307187 +1.061472 -1.123731 +0.743992 -1.494020 +0.738269 3.956363e-04 1.527045e-03 1
1776409343.610644 jaka_arm_left success 0.187860 0.284124 -0.406081 0.605379 0.314589 0.333448 0.650663 -0.000395 +0.004214 -0.029328 -1.022566 +1.307187 +1.061472 -1.123731 +0.743992 -1.494020 +0.738269 7.847619e-04 2.317885e-03 1
1776409343.619139 jaka_arm_left success 0.187748 0.284159 -0.405877 0.606334 0.313540 0.334151 0.649919 -0.000395 +0.004214 -0.029328 -1.022566 +1.307187 +1.061472 -1.123731 +0.743992 -1.494020 +0.738269 9.342242e-04 3.202385e-03 1
1776409343.627521 jaka_arm_left success 0.187603 0.283894 -0.405700 0.606302 0.312890 0.334279 0.650197 -0.001482 +0.003683 -0.029536 -1.023699 +1.306726 +1.061400 -1.125107 +0.744135 -1.495106 +0.739824 1.807167e-06 1.455050e-06 2
1776409343.635824 jaka_arm_left success 0.187501 0.283675 -0.405532 0.606403 0.311971 0.334383 0.650491 -0.001482 +0.003683 -0.029536 -1.023699 +1.306726 +1.061400 -1.125107 +0.744135 -1.495106 +0.739824 2.933938e-04 1.951757e-03 1
1776409343.644103 jaka_arm_left success 0.187363 0.283670 -0.405347 0.607480 0.311355 0.335346 0.649284 -0.001482 +0.003683 -0.029536 -1.023699 +1.306726 +1.061400 -1.125107 +0.744135 -1.495106 +0.739824 4.810497e-04 4.781677e-03 1
1776409343.652443 jaka_arm_left success 0.187354 0.283547 -0.405178 0.607992 0.310370 0.335698 0.649094 -0.001482 +0.003683 -0.029536 -1.023699 +1.306726 +1.061400 -1.125107 +0.744135 -1.495106 +0.739824 6.732906e-04 7.053269e-03 1
1776409343.660854 jaka_arm_left success 0.187296 0.283305 -0.405034 0.608092 0.310054 0.335613 0.649195 -0.001482 +0.003683 -0.029536 -1.023699 +1.306726 +1.061400 -1.125107 +0.744135 -1.495106 +0.739824 9.395026e-04 7.491688e-03 1
1776409343.669123 jaka_arm_left success 0.187265 0.283082 -0.404935 0.608117 0.309590 0.335405 0.649501 -0.002398 +0.002576 -0.030027 -1.024333 +1.304112 +1.060450 -1.127377 +0.745531 -1.495556 +0.742596 3.429477e-06 3.771428e-06 2
1776409343.677343 jaka_arm_left success 0.187185 0.282920 -0.404846 0.608256 0.309500 0.335238 0.649500 -0.002398 +0.002576 -0.030027 -1.024333 +1.304112 +1.060450 -1.127377 +0.745531 -1.495556 +0.742596 2.009833e-04 4.716735e-04 1
1776409343.685711 jaka_arm_left success 0.187065 0.282874 -0.404723 0.609115 0.309229 0.335120 0.648884 -0.002398 +0.002576 -0.030027 -1.024333 +1.304112 +1.060450 -1.127377 +0.745531 -1.495556 +0.742596 3.574813e-04 2.522931e-03 1
1776409343.694158 jaka_arm_left success 0.187052 0.282732 -0.404688 0.609161 0.308957 0.335290 0.648882 -0.002398 +0.002576 -0.030027 -1.024333 +1.304112 +1.060450 -1.127377 +0.745531 -1.495556 +0.742596 4.778428e-04 2.749143e-03 1
1776409343.702452 jaka_arm_left success 0.187004 0.282603 -0.404681 0.609101 0.308863 0.335400 0.648927 -0.002398 +0.002576 -0.030027 -1.024333 +1.304112 +1.060450 -1.127377 +0.745531 -1.495556 +0.742596 6.014108e-04 2.704212e-03 1
1776409343.710665 jaka_arm_left success 0.186974 0.282585 -0.404669 0.609375 0.308591 0.335557 0.648718 -0.002398 +0.002576 -0.030027 -1.024333 +1.304112 +1.060450 -1.127377 +0.745531 -1.495556 +0.742596 6.341218e-04 3.588307e-03 1
1776409343.719188 jaka_arm_left success 0.186984 0.282633 -0.404675 0.610007 0.307878 0.335938 0.648266 -0.002398 +0.002576 -0.030027 -1.024333 +1.304112 +1.060450 -1.127377 +0.745531 -1.495556 +0.742596 5.897593e-04 5.767176e-03 1
1776409343.727599 jaka_arm_left success 0.186975 0.282532 -0.404695 0.610033 0.307834 0.335577 0.648449 -0.002398 +0.002576 -0.030027 -1.024333 +1.304112 +1.060450 -1.127377 +0.745531 -1.495556 +0.742596 6.663471e-04 5.619102e-03 1
1776409343.735800 jaka_arm_left success 0.186988 0.282469 -0.404740 0.609946 0.307872 0.335471 0.648568 -0.002398 +0.002576 -0.030027 -1.024333 +1.304112 +1.060450 -1.127377 +0.745531 -1.495556 +0.742596 7.003999e-04 5.356885e-03 1
1776409343.744104 jaka_arm_left success 0.187035 0.282374 -0.404787 0.609758 0.308014 0.335178 0.648829 -0.002398 +0.002576 -0.030027 -1.024333 +1.304112 +1.060450 -1.127377 +0.745531 -1.495556 +0.742596 7.590861e-04 4.767328e-03 1
1776409343.752413 jaka_arm_left success 0.187115 0.282422 -0.404851 0.609860 0.308047 0.335129 0.648742 -0.002398 +0.002576 -0.030027 -1.024333 +1.304112 +1.060450 -1.127377 +0.745531 -1.495556 +0.742596 6.821706e-04 4.929002e-03 1
1776409343.760811 jaka_arm_left success 0.187143 0.282479 -0.404905 0.610030 0.308278 0.334760 0.648663 -0.002398 +0.002576 -0.030027 -1.024333 +1.304112 +1.060450 -1.127377 +0.745531 -1.495556 +0.742596 6.162696e-04 5.100269e-03 1
1776409343.769127 jaka_arm_left success 0.187209 0.282575 -0.404962 0.610309 0.308439 0.334524 0.648446 -0.002398 +0.002576 -0.030027 -1.024333 +1.304112 +1.060450 -1.127377 +0.745531 -1.495556 +0.742596 5.112451e-04 5.665507e-03 1
1776409343.781786 jaka_arm_left success 0.187324 0.282626 -0.405064 0.609936 0.309459 0.333844 0.648661 -0.002398 +0.002576 -0.030027 -1.024333 +1.304112 +1.060450 -1.127377 +0.745531 -1.495556 +0.742596 4.781815e-04 5.089356e-03 1
1776409343.794185 jaka_arm_left success 0.187430 0.282720 -0.405137 0.609927 0.309310 0.333506 0.648915 -0.002398 +0.002576 -0.030027 -1.024333 +1.304112 +1.060450 -1.127377 +0.745531 -1.495556 +0.742596 4.468513e-04 5.407681e-03 1
1776409343.802418 jaka_arm_left success 0.187500 0.282795 -0.405192 0.609341 0.309942 0.333843 0.648990 -0.002398 +0.002576 -0.030027 -1.024333 +1.304112 +1.060450 -1.127377 +0.745531 -1.495556 +0.742596 4.519790e-04 4.161330e-03 1
1776409343.810651 jaka_arm_left success 0.187582 0.282828 -0.405230 0.609038 0.309995 0.333507 0.649422 -0.002398 +0.002576 -0.030027 -1.024333 +1.304112 +1.060450 -1.127377 +0.745531 -1.495556 +0.742596 5.025686e-04 4.301596e-03 1
1776409343.819256 jaka_arm_left success 0.187588 0.283079 -0.405248 0.609640 0.309762 0.333661 0.648890 -0.002398 +0.002576 -0.030027 -1.024333 +1.304112 +1.060450 -1.127377 +0.745531 -1.495556 +0.742596 4.504367e-04 4.804492e-03 1
1776409343.827514 jaka_arm_left success 0.187567 0.283307 -0.405242 0.610037 0.309725 0.333697 0.648515 -0.002398 +0.002576 -0.030027 -1.024333 +1.304112 +1.060450 -1.127377 +0.745531 -1.495556 +0.742596 4.864908e-04 5.514506e-03 1
1776409343.835846 jaka_arm_left success 0.187522 0.283360 -0.405288 0.609405 0.310397 0.333598 0.648838 -0.002398 +0.002576 -0.030027 -1.024333 +1.304112 +1.060450 -1.127377 +0.745531 -1.495556 +0.742596 5.186157e-04 4.908264e-03 1
1776409343.844052 jaka_arm_left success 0.187472 0.283605 -0.405314 0.609546 0.310560 0.334039 0.648401 -0.002398 +0.002576 -0.030027 -1.024333 +1.304112 +1.060450 -1.127377 +0.745531 -1.495556 +0.742596 6.792190e-04 4.926550e-03 1
1776409343.852379 jaka_arm_left success 0.187430 0.283708 -0.405340 0.609267 0.310434 0.333753 0.648871 -0.002398 +0.002576 -0.030027 -1.024333 +1.304112 +1.060450 -1.127377 +0.745531 -1.495556 +0.742596 7.646807e-04 4.546703e-03 1
1776409343.860811 jaka_arm_left success 0.187372 0.283758 -0.405411 0.608439 0.310785 0.333506 0.649606 -0.002398 +0.002576 -0.030027 -1.024333 +1.304112 +1.060450 -1.127377 +0.745531 -1.495556 +0.742596 8.350026e-04 4.540417e-03 1
1776409343.869066 jaka_arm_left success 0.187364 0.283934 -0.405419 0.608430 0.310653 0.333260 0.649804 -0.002398 +0.002576 -0.030027 -1.024333 +1.304112 +1.060450 -1.127377 +0.745531 -1.495556 +0.742596 9.860213e-04 4.868367e-03 1
1776409343.877388 jaka_arm_left success 0.187311 0.284140 -0.405431 0.608446 0.310865 0.333251 0.649693 -0.001642 +0.003657 -0.030672 -1.022173 +1.303201 +1.061042 -1.127072 +0.745497 -1.495457 +0.739549 2.453723e-06 4.005370e-06 2
1776409343.885742 jaka_arm_left success 0.187256 0.284419 -0.405452 0.608929 0.310455 0.333276 0.649423 -0.001642 +0.003657 -0.030672 -1.022173 +1.303201 +1.061042 -1.127072 +0.745497 -1.495457 +0.739549 2.840905e-04 1.378699e-03 1
1776409343.894253 jaka_arm_left success 0.187210 0.284760 -0.405436 0.609484 0.310236 0.333589 0.648845 -0.001642 +0.003657 -0.030672 -1.022173 +1.303201 +1.061042 -1.127072 +0.745497 -1.495457 +0.739549 6.269999e-04 3.036631e-03 1
1776409343.902464 jaka_arm_left success 0.187041 0.284891 -0.405455 0.609069 0.310915 0.333749 0.648829 -0.001642 +0.003657 -0.030672 -1.022173 +1.303201 +1.061042 -1.127072 +0.745497 -1.495457 +0.739549 7.972496e-04 2.351127e-03 1
1776409343.910675 jaka_arm_left success 0.186965 0.285162 -0.405464 0.609221 0.310431 0.333714 0.648936 -0.001954 +0.004132 -0.030482 -1.021894 +1.302031 +1.060284 -1.127357 +0.746004 -1.495025 +0.740325 8.701023e-07 6.180982e-07 2
1776409343.919234 jaka_arm_left success 0.186847 0.285274 -0.405479 0.608834 0.310774 0.333858 0.649061 -0.001954 +0.004132 -0.030482 -1.021894 +1.302031 +1.060284 -1.127357 +0.746004 -1.495025 +0.740325 1.633642e-04 1.102710e-03 1
1776409343.927558 jaka_arm_left success 0.186810 0.285433 -0.405468 0.608526 0.310821 0.334369 0.649064 -0.001954 +0.004132 -0.030482 -1.021894 +1.302031 +1.060284 -1.127357 +0.746004 -1.495025 +0.740325 3.122413e-04 2.079323e-03 1
1776409343.935795 jaka_arm_left success 0.186747 0.285543 -0.405482 0.607970 0.310924 0.334582 0.649425 -0.001954 +0.004132 -0.030482 -1.021894 +1.302031 +1.060284 -1.127357 +0.746004 -1.495025 +0.740325 4.393237e-04 3.347247e-03 1
1776409343.944017 jaka_arm_left success 0.186669 0.285737 -0.405527 0.607438 0.311178 0.334552 0.649817 -0.001954 +0.004132 -0.030482 -1.021894 +1.302031 +1.060284 -1.127357 +0.746004 -1.495025 +0.740325 6.497193e-04 4.567716e-03 1
1776409343.952446 jaka_arm_left success 0.186536 0.285822 -0.405587 0.606467 0.312268 0.334387 0.650286 -0.001954 +0.004132 -0.030482 -1.021894 +1.302031 +1.060284 -1.127357 +0.746004 -1.495025 +0.740325 7.966296e-04 7.276138e-03 1
